gene,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,
Smp-095520,Smp_095520,3.40E-69,1.085030983,0.969,0.876,3.45E-65,Sm13+,dynein light chain
Smp-344530,Smp_344530,2.47E-67,0.577540741,0.881,0.659,2.51E-63,Sm13+,Hypothetical protein
Smp-319910,Smp_319910,3.04E-67,1.074135202,0.827,0.497,3.09E-63,Sm13+,Weak neurotoxin OH-72 (Fragment)
Smp-067010,Smp_067010,1.14E-66,1.28286377,0.915,0.671,1.16E-62,Sm13+,RUN domain-containing protein 1
Smp-335820,Smp_335820,2.42E-64,1.106438034,0.83,0.492,2.46E-60,Sm13+,Synaptotagmin 2
Smp-200190,Smp_200190,2.76E-64,1.216127912,0.991,0.916,2.80E-60,Sm13+,"Dynein light chain 2, cytoplasmic"
Smp-137320,Smp_137320,8.23E-63,1.08681323,0.846,0.619,8.36E-59,Sm13+,G-protein coupled receptor 1
Smp-202130,Smp_202130,1.01E-61,0.640734393,0.918,0.66,1.03E-57,Sm13+,Probable dynein light chain
Smp-051660,Smp_051660,5.77E-61,0.742518117,0.95,0.742,5.86E-57,Sm13+,Solute carrier family 22 member 5
Smp-060290,Smp_060290,2.19E-60,1.127385669,0.903,0.709,2.23E-56,Sm13+,Josephin-2
Smp-347180,Smp_347180,1.85E-59,1.215804883,0.818,0.468,1.88E-55,Sm13+,GMP synthase [glutamine-hydrolyzing]
Smp-146600,Smp_146600,4.62E-59,0.727274502,0.915,0.723,4.69E-55,Sm13+,Rho-related GTP-binding protein RhoC
Smp-020770,Smp_020770,2.36E-58,0.705708983,0.991,0.921,2.40E-54,Sm13+,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
Smp-334900,Smp_334900,4.99E-58,1.082400619,0.808,0.528,5.07E-54,Sm13+,Dual specificity protein kinase CLK1
Smp-201060,Smp_201060,7.43E-58,1.651203871,0.975,0.911,7.55E-54,Sm13+,dynein light chain
Smp-081190,Smp_081190,5.71E-57,0.615488393,0.843,0.616,5.80E-53,Sm13+,GTP-binding protein rhoA
Smp-040130,Smp_040130,2.28E-56,0.615919365,1,1,2.32E-52,Sm13+,cyclophilin (peptidyl-prolyl cis-trans isomerase)
Smp-089570,Smp_089570,9.71E-56,0.633435614,0.991,0.946,9.86E-52,Sm13+,Stress-associated endoplasmic reticulum protein 2
Smp-346410,Smp_346410,3.22E-55,0.797059224,0.912,0.778,3.27E-51,Sm13+,RING finger protein 11
Smp-030370,Smp_030370,7.26E-54,0.676455975,1,0.995,7.37E-50,Sm13+,calreticulin
Smp-008660,Smp_008660,1.82E-53,0.925005307,0.981,0.901,1.85E-49,Sm13+,Severin
Smp-247180,Smp_247180,6.17E-53,0.646399584,0.833,0.631,6.26E-49,Sm13+,Major egg antigen
Smp-065890,Smp_065890,6.76E-53,0.877343933,0.937,0.825,6.87E-49,Sm13+,Toll-interacting protein A
Smp-045200,Smp_045200,1.51E-52,0.52145875,0.896,0.818,1.54E-48,Sm13+,tegument-allergen-like protein
Smp-028490,Smp_028490,9.51E-52,0.897607014,0.852,0.526,9.66E-48,Sm13+,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon
Smp-165340,Smp_165340,1.27E-51,0.730596391,0.777,0.473,1.29E-47,Sm13+,Alpha-tocopherol transfer protein-like
Smp-003610,Smp_003610,3.27E-51,0.781967591,0.862,0.652,3.32E-47,Sm13+,Natterin-4
Smp-056760,Smp_056760,4.76E-51,0.594826806,0.991,0.965,4.84E-47,Sm13+,protein disulfide isomerase
Smp-132830,Smp_132830,1.58E-50,0.60133028,0.799,0.488,1.61E-46,Sm13+,Transcription factor HES-2
Smp-157590,Smp_157590,4.28E-50,0.584719302,0.931,0.846,4.35E-46,Sm13+,Hypothetical protein
Smp-055200,Smp_055200,4.62E-50,0.679463245,0.978,0.899,4.69E-46,Sm13+,Magnesium transporter protein 1
Smp-147670,Smp_147670,5.14E-50,0.629553615,0.814,0.528,5.22E-46,Sm13+,Receptor kinase I-interacting protein SIP
Smp-123270,Smp_123270,8.30E-50,0.563256829,0.994,0.909,8.43E-46,Sm13+,DNA helicase B
Smp-331880,Smp_331880,2.69E-49,0.801692684,0.814,0.521,2.73E-45,Sm13+,"Neuroligin-4, X-linked"
Smp-328790,Smp_328790,1.44E-48,0.938797611,0.799,0.677,1.47E-44,Sm13+,Very-long-chain 3-oxoacyl-CoA reductase
Smp-080920,Smp_080920,7.24E-48,0.65397338,0.987,0.954,7.35E-44,Sm13+,Profilin
Smp-049170,Smp_049170,1.90E-47,0.895048727,0.937,0.734,1.93E-43,Sm13+,Alpha-endosulfine
Smp-176940,Smp_176940,2.73E-47,0.718734836,0.821,0.619,2.77E-43,Sm13+,High affinity cationic amino acid transporter 1
Smp-150350,Smp_150350,2.06E-46,0.766551544,0.792,0.658,2.09E-42,Sm13+,Synaptotagmin-1
Smp-141390,Smp_141390,2.07E-46,0.805915446,0.811,0.649,2.10E-42,Sm13+,Innexin unc-9
Smp-079770,Smp_079770,3.13E-46,0.532064573,0.987,0.958,3.18E-42,Sm13+,Probable protein disulfide-isomerase ER-60
Smp-132390,Smp_132390,1.24E-45,0.870296806,0.871,0.655,1.25E-41,Sm13+,U4/U6 small nuclear ribonucleoprotein Prp31
Smp-061970,Smp_061970,7.76E-45,0.744043066,0.865,0.714,7.88E-41,Sm13+,GPI ethanolamine phosphate transferase 2
Smp-327270,Smp_327270,1.17E-43,0.748842808,0.786,0.691,1.18E-39,Sm13+,Very-long-chain 3-oxoacyl-CoA reductase
Smp-305800,Smp_305800,6.19E-43,0.779980216,0.984,0.888,6.29E-39,Sm13+,Proteasome subunit beta type-1-B
Smp-344280,Smp_344280,1.81E-42,0.649650298,0.761,0.481,1.84E-38,Sm13+,F-box/FBD/LRR-repeat protein At5g44980
Smp-247170,Smp_247170,5.02E-42,0.700553297,0.984,0.902,5.10E-38,Sm13+,Major egg antigen
Smp-000850,Smp_000850,2.30E-41,0.714215831,0.918,0.736,2.34E-37,Sm13+,DnaJ homolog subfamily C member 5
Smp-129010,Smp_129010,3.02E-41,0.749566286,0.89,0.573,3.06E-37,Sm13+,Peroxidasin
Smp-091730,Smp_091730,4.73E-40,0.704348336,0.956,0.819,4.80E-36,Sm13+,Sorting nexin-3
Smp-309350,Smp_309350,5.06E-39,0.642301803,0.953,0.824,5.14E-35,Sm13+,Trafficking protein particle complex subunit 3
Smp-065130,Smp_065130,8.16E-39,0.509389954,0.821,0.61,8.29E-35,Sm13+,GPI ethanolamine phosphate transferase 1
Smp-065470,Smp_065470,2.12E-38,0.71882504,0.975,0.902,2.16E-34,Sm13+,Uncharacterized protein F13E6.1
Smp-153490,Smp_153490,2.84E-37,0.676101515,0.912,0.693,2.89E-33,Sm13+,"GDP mannose 4,6 dehydratase"
Smp-042400,Smp_042400,1.95E-36,0.509799813,0.991,0.908,1.98E-32,Sm13+,Mesencephalic astrocyte-derived neurotrophic factor
Smp-007190,Smp_007190,3.00E-36,1.113835767,0.77,0.699,3.05E-32,Sm13+,Lariat debranching enzyme
Smp-062070,Smp_062070,2.27E-34,0.630186675,0.95,0.837,2.30E-30,Sm13+,"Sulfide:quinone oxidoreductase, mitochondrial"
Smp-171870,Smp_171870,2.92E-34,0.607886012,0.843,0.697,2.97E-30,Sm13+,Synaptic vesicle 2-related protein
Smp-337760,Smp_337760,4.40E-33,0.543656203,0.965,0.905,4.46E-29,Sm13+,Hypothetical protein
Smp-089220,Smp_089220,2.27E-32,0.602106861,0.903,0.715,2.31E-28,Sm13+,Regulator of microtubule dynamics protein 1
Smp-083240,Smp_083240,9.19E-32,0.690565154,0.887,0.73,9.33E-28,Sm13+,Fluoroacetate dehalogenase
Smp-083380,Smp_083380,1.36E-31,0.765353272,0.874,0.751,1.38E-27,Sm13+,Coiled-coil domain-containing protein 149
Smp-136640,Smp_136640,8.55E-30,0.525199657,0.896,0.763,8.68E-26,Sm13+,Sorcin
Smp-212730,Smp_212730,1.02E-29,0.549672652,0.887,0.707,1.04E-25,Sm13+,"tyrosine kinase, TK group, Src family"
Smp-089000,Smp_089000,2.66E-28,0.511611496,0.978,0.878,2.70E-24,Sm13+,Translocon-associated protein subunit delta
Smp-204160,Smp_204160,2.61E-27,0.529610139,0.789,0.618,2.65E-23,Sm13+,Aspartate--ammonia ligase
Smp-171860,Smp_171860,7.99E-26,0.518618007,0.77,0.597,8.12E-22,Sm13+,Protein held out wings
Smp-086900,Smp_086900,2.09E-25,0.513609672,0.899,0.734,2.12E-21,Sm13+,ADP-ribosylation factor-like protein 1
Smp-078800,Smp_078800,1.20E-23,0.506804359,0.903,0.723,1.22E-19,Sm13+,DnaJ homolog subfamily B member 9
Smp-143260,Smp_143260,2.03E-23,0.686242198,0.903,0.835,2.06E-19,Sm13+,Hypothetical protein
Smp-321770,Smp_321770,8.12E-22,0.526444114,0.855,0.728,8.25E-18,Sm13+,Sodium/potassium-transporting ATPase subunit alpha-3
Smp-045860,Smp_045860,9.73E-22,0.666124314,0.868,0.769,9.88E-18,Sm13+,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
Smp-342050,Smp_342050,1.66E-21,0.53369669,0.692,0.59,1.68E-17,Sm13+,Fatty acid amide hydrolase 1
Smp-347800,Smp_347800,2.75E-14,0.606319773,0.83,0.848,2.80E-10,Sm13+,Hypothetical protein
Smp-071050,Smp_071050,2.52E-128,5.644009778,1,0.822,2.56E-124,Neuron_14,Antho-RFamide neuropeptides type 2
Smp-136760,Smp_136760,4.93E-127,3.785853143,1,0.786,5.01E-123,Neuron_14,Ribosomal RNA large subunit methyltransferase K/L
Smp-072470,Smp_072470,7.75E-124,2.446824399,0.984,0.414,7.87E-120,Neuron_14,Neurogenic differentiation factor 1
Smp-168670,Smp_168670,1.16E-123,2.496374447,0.997,0.705,1.18E-119,Neuron_14,cGMP-dependent protein kinase 1
Smp-342420,Smp_342420,2.39E-119,2.685666127,0.991,0.593,2.43E-115,Neuron_14,Dihydroxyacetone phosphate acyltransferase
Smp-145300,Smp_145300,2.66E-119,2.169284642,1,0.757,2.70E-115,Neuron_14,peptidylglycine alpha hydroxylating mono-oxygenase
Smp-245060,Smp_245060,3.39E-118,2.438564797,0.981,0.673,3.44E-114,Neuron_14,DNA-directed RNA polymerase subunit beta
Smp-144110,Smp_144110,3.06E-113,2.020720858,0.987,0.815,3.11E-109,Neuron_14,FMRFamide-activated amiloride-sensitive sodium channel
Smp-203190,Smp_203190,2.91E-109,2.108161921,0.997,0.876,2.95E-105,Neuron_14,Chorion peroxidase
Smp-092150,Smp_092150,1.09E-106,3.645588397,0.965,0.768,1.11E-102,Neuron_14,Endopolygalacturonase I
Smp-068500,Smp_068500,4.77E-106,1.607343154,1,0.827,4.85E-102,Neuron_14,Hypothetical protein
Smp-334600,Smp_334600,1.71E-105,1.533199781,0.968,0.811,1.74E-101,Neuron_14,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C (Fragment)"
Smp-137990,Smp_137990,2.13E-104,2.268734654,0.965,0.663,2.16E-100,Neuron_14,Putative complexin-1
Smp-201730,Smp_201730,4.58E-101,1.830283577,0.946,0.662,4.65E-97,Neuron_14,Uncharacterized protein SJCHGC09800
Smp-146120,Smp_146120,6.99E-101,1.557403754,0.968,0.797,7.10E-97,Neuron_14,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A"
Smp-159370,Smp_159370,1.67E-99,1.45948504,0.965,0.774,1.70E-95,Neuron_14,Endothelin-converting enzyme 1
Smp-142880,Smp_142880,5.99E-99,1.651867614,0.972,0.826,6.08E-95,Neuron_14,Rho GTPase-activating protein 45
Smp-125510,Smp_125510,2.80E-98,1.884994454,0.994,0.735,2.85E-94,Neuron_14,Cadherin EGF LAG seven-pass G-type receptor 3
Smp-096410,Smp_096410,3.23E-98,1.983249302,0.956,0.625,3.28E-94,Neuron_14,16 kDa calcium-binding protein
Smp-156150,Smp_156150,4.65E-98,1.928602751,0.978,0.803,4.72E-94,Neuron_14,Small conductance calcium-activated potassium channel protein
Smp-321250,Smp_321250,9.52E-98,1.689707814,0.984,0.819,9.67E-94,Neuron_14,Protein broad-minded
Smp-065290,Smp_065290,5.45E-97,1.557857619,0.978,0.716,5.53E-93,Neuron_14,Calcium/calmodulin-dependent protein kinase type 1
Smp-341880,Smp_341880,1.31E-96,1.665445954,0.95,0.788,1.33E-92,Neuron_14,Carboxypeptidase N subunit 2
Smp-182620,Smp_182620,1.66E-96,1.688737606,0.987,0.773,1.69E-92,Neuron_14,Carboxypeptidase N catalytic chain
Smp-201130,Smp_201130,5.48E-96,1.873066889,0.956,0.643,5.57E-92,Neuron_14,Pseudouridine-5'-phosphate glycosidase
Smp-332550,Smp_332550,6.67E-96,0.959009543,0.931,0.669,6.77E-92,Neuron_14,Protein Wnt-4
Smp-246820,Smp_246820,1.51E-95,2.989563,0.909,0.555,1.53E-91,Neuron_14,Sugar transporter SWEET1
Smp-132700,Smp_132700,9.78E-95,1.422702866,0.965,0.779,9.93E-91,Neuron_14,Nephrin
Smp-204260,Smp_204260,1.47E-93,1.899216873,0.909,0.423,1.49E-89,Neuron_14,UPF0336 protein ML1910
Smp-343310,Smp_343310,4.46E-93,1.144024246,0.959,0.794,4.53E-89,Neuron_14,Tensin-1
Smp-167370,Smp_167370,6.93E-93,1.436925284,0.937,0.711,7.04E-89,Neuron_14,Copine-1
Smp-174320,Smp_174320,9.59E-92,1.000444609,0.909,0.554,9.74E-88,Neuron_14,Protein lozenge
Smp-340440,Smp_340440,4.80E-91,1.305071564,0.984,0.736,4.87E-87,Neuron_14,Uracil phosphoribosyltransferase
Smp-301800,Smp_301800,6.07E-91,1.137163696,0.912,0.589,6.16E-87,Neuron_14,Protocadherin-11 X-linked
Smp-069400,Smp_069400,7.22E-91,1.423801316,0.962,0.717,7.33E-87,Neuron_14,Regulator of G-protein signaling 3
Smp-077980,Smp_077980,1.33E-90,1.510217613,0.978,0.789,1.35E-86,Neuron_14,Neuroendocrine convertase 2
Smp-167360,Smp_167360,2.75E-90,1.081906827,0.959,0.812,2.79E-86,Neuron_14,BTB/POZ domain-containing protein 7
Smp-147390,Smp_147390,2.75E-90,1.143733206,0.912,0.613,2.80E-86,Neuron_14,"Glutamate receptor ionotropic, NMDA 2B"
Smp-137300,Smp_137300,3.46E-89,0.658939701,0.864,0.463,3.51E-85,Neuron_14,Probable G-protein coupled receptor No18
Smp-059820,Smp_059820,3.67E-88,0.960582421,0.921,0.499,3.72E-84,Neuron_14,Protein rolling stone
Smp-010820,Smp_010820,4.11E-88,1.429660809,0.994,0.808,4.18E-84,Neuron_14,peptidyl-alpha-hydroxyglycine alpha-amidating lyase
Smp-004730,Smp_004730,1.02E-87,1.177771133,0.915,0.645,1.03E-83,Neuron_14,high voltage-activated calcium channel cav2b
Smp-156280,Smp_156280,1.87E-87,1.632067318,0.972,0.716,1.90E-83,Neuron_14,Hyccin
Smp-154410,Smp_154410,1.16E-86,0.822265743,0.883,0.457,1.18E-82,Neuron_14,Imidazole glycerol phosphate synthase subunit HisF
Smp-002920,Smp_002920,2.77E-85,1.388956926,0.927,0.588,2.82E-81,Neuron_14,TLC domain-containing protein 2
Smp-316530,Smp_316530,4.64E-85,1.08999904,0.912,0.708,4.72E-81,Neuron_14,Vasoactive intestinal polypeptide receptor 2
Smp-333840,Smp_333840,6.33E-85,0.643845284,0.899,0.682,6.43E-81,Neuron_14,Sodium-dependent serotonin transporter
Smp-336010,Smp_336010,8.40E-85,1.456715284,0.921,0.63,8.53E-81,Neuron_14,Galanin receptor type 2
Smp-121580,Smp_121580,6.39E-84,1.431983446,0.975,0.799,6.49E-80,Neuron_14,Piwi-like protein 2
Smp-156540,Smp_156540,1.50E-83,1.07036788,0.896,0.654,1.53E-79,Neuron_14,Protein Wnt-7b
Smp-167450,Smp_167450,4.33E-82,0.873269107,0.934,0.652,4.40E-78,Neuron_14,Acid-sensing ion channel 4
Smp-073270,Smp_073270,6.77E-82,1.292248968,1,0.826,6.88E-78,Neuron_14,Neuroendocrine protein 7B2
Smp-173760,Smp_173760,2.48E-80,1.234993403,0.94,0.73,2.52E-76,Neuron_14,Hypothetical protein
Smp-158720,Smp_158720,3.08E-80,0.724822493,0.918,0.688,3.13E-76,Neuron_14,SCY1-like protein 2
Smp-122900,Smp_122900,3.32E-79,1.537398557,0.934,0.761,3.37E-75,Neuron_14,Beta-arrestin-1
Smp-300840,Smp_300840,5.24E-79,1.020196238,0.953,0.688,5.32E-75,Neuron_14,CUGBP Elav-like family member 3
Smp-145230,Smp_145230,8.15E-79,0.620564809,0.877,0.583,8.28E-75,Neuron_14,T-box transcription factor TBX3 (Fragment)
Smp-129240,Smp_129240,2.30E-78,1.320036433,0.965,0.743,2.34E-74,Neuron_14,Uncharacterized protein KIAA0513
Smp-132730,Smp_132730,3.56E-78,0.933894988,0.918,0.748,3.62E-74,Neuron_14,Probable G-protein coupled receptor B0563.6
Smp-145210,Smp_145210,1.08E-77,1.073685046,0.95,0.778,1.09E-73,Neuron_14,Protocadherin-1
Smp-333480,Smp_333480,1.64E-76,0.913403338,0.94,0.802,1.67E-72,Neuron_14,Hypothetical protein
Smp-150220,Smp_150220,3.10E-75,1.08668805,0.978,0.749,3.15E-71,Neuron_14,Receptor-type tyrosine-protein phosphatase N2
Smp-337260,Smp_337260,7.16E-75,1.184262159,0.95,0.783,7.28E-71,Neuron_14,Neural proliferation differentiation and control protein 1
Smp-160780,Smp_160780,1.02E-73,0.679903914,0.896,0.745,1.04E-69,Neuron_14,Potassium voltage-gated channel protein Shal
Smp-168660,Smp_168660,2.69E-73,0.647066967,0.905,0.847,2.73E-69,Neuron_14,General vesicular transport factor p115
Smp-136400,Smp_136400,2.32E-72,1.073391936,0.959,0.762,2.35E-68,Neuron_14,Cytochrome b561
Smp-000320,Smp_000320,3.04E-72,1.153999843,0.959,0.859,3.09E-68,Neuron_14,Uncharacterized protein ZK1073.1
Smp-319610,Smp_319610,3.78E-72,1.277509569,0.845,0.485,3.84E-68,Neuron_14,PDF receptor
Smp-241450,Smp_241450,4.63E-72,0.997522719,0.937,0.817,4.70E-68,Neuron_14,Hypothetical protein
Smp-004190,Smp_004190,1.94E-71,1.109976281,0.94,0.629,1.97E-67,Neuron_14,Cationic amino acid transporter 4
Smp-334680,Smp_334680,2.57E-71,0.773389655,0.905,0.782,2.61E-67,Neuron_14,Hypothetical protein
Smp-134590,Smp_134590,4.20E-71,1.327502992,0.934,0.833,4.27E-67,Neuron_14,Protein unc-13 homolog A
Smp-175390,Smp_175390,5.39E-71,1.017048904,0.912,0.825,5.47E-67,Neuron_14,Hypothetical protein
Smp-246950,Smp_246950,3.79E-70,0.611743413,0.902,0.772,3.85E-66,Neuron_14,Tyrosine-protein phosphatase 1
Smp-068680,Smp_068680,3.82E-69,0.846237661,0.905,0.776,3.88E-65,Neuron_14,Secreted frizzled-related protein 2
Smp-035650,Smp_035650,5.32E-69,0.72855978,0.909,0.727,5.40E-65,Neuron_14,Homeobox protein 10
Smp-314630,Smp_314630,5.98E-67,0.735092773,0.902,0.71,6.07E-63,Neuron_14,Synaptotagmin 1
Smp-004310,Smp_004310,2.13E-66,0.801022275,0.981,0.929,2.17E-62,Neuron_14,V-type proton ATPase 16 kDa proteolipid subunit
Smp-025030,Smp_025030,7.20E-66,0.523067613,0.899,0.7,7.32E-62,Neuron_14,Hypothetical protein
Smp-319650,Smp_319650,9.54E-66,0.52749567,0.896,0.688,9.69E-62,Neuron_14,Nesprin-2
Smp-040570,Smp_040570,1.14E-64,0.568742576,0.94,0.914,1.16E-60,Neuron_14,Ras-related protein Rab-5C
Smp-340690,Smp_340690,1.54E-64,0.87777878,0.849,0.623,1.57E-60,Neuron_14,Hypothetical protein
Smp-241950,Smp_241950,1.99E-63,0.810310653,0.953,0.778,2.02E-59,Neuron_14,Regulating synaptic membrane exocytosis protein 1
Smp-076400,Smp_076400,2.69E-63,0.588295098,0.896,0.741,2.73E-59,Neuron_14,Universal stress protein MJ0577
Smp-161250,Smp_161250,3.54E-63,0.752699399,0.921,0.836,3.60E-59,Neuron_14,Transcription factor EB
Smp-341640,Smp_341640,2.10E-62,0.526011765,0.874,0.729,2.13E-58,Neuron_14,Translation initiation factor IF-2
Smp-073280,Smp_073280,7.09E-62,0.827047275,0.953,0.79,7.20E-58,Neuron_14,Hypothetical protein
Smp-213740,Smp_213740,1.65E-60,0.511040047,0.88,0.736,1.68E-56,Neuron_14,Lens fiber membrane intrinsic protein
Smp-175900,Smp_175900,2.09E-60,0.894051319,0.972,0.79,2.12E-56,Neuron_14,Synaptotagmin-1
Smp-172070,Smp_172070,4.04E-60,1.04703677,0.915,0.716,4.11E-56,Neuron_14,Neural cell adhesion molecule L1-like protein
Smp-244190,Smp_244190,4.45E-59,0.767217656,0.874,0.68,4.52E-55,Neuron_14,Multiple epidermal growth factor-like domains protein 10
Smp-144210,Smp_144210,6.69E-58,0.578421953,0.912,0.822,6.80E-54,Neuron_14,Death-associated protein kinase 1
Smp-143480,Smp_143480,8.04E-58,0.976225082,0.921,0.712,8.17E-54,Neuron_14,Low-density lipoprotein receptor-related protein 11
Smp-340530,Smp_340530,5.64E-57,0.838791232,0.924,0.803,5.73E-53,Neuron_14,Transmembrane protein 26
Smp-026560,Smp_026560,7.26E-57,0.615947564,1,0.993,7.37E-53,Neuron_14,calmodulin
Smp-080210,Smp_080210,7.85E-57,0.533683522,0.836,0.508,7.97E-53,Neuron_14,Clavesin-2
Smp-247930,Smp_247930,9.82E-57,0.555983265,0.899,0.806,9.97E-53,Neuron_14,frizzled
Smp-059670,Smp_059670,1.27E-56,0.932038095,0.981,0.817,1.28E-52,Neuron_14,Synaptogyrin-2
Smp-205760,Smp_205760,7.22E-56,0.92064166,0.994,0.928,7.33E-52,Neuron_14,Guanine nucleotide-binding protein subunit gamma
Smp-246110,Smp_246110,9.06E-56,0.974928203,0.94,0.844,9.20E-52,Neuron_14,Hillarin
Smp-154850,Smp_154850,1.34E-55,0.865861625,0.912,0.775,1.36E-51,Neuron_14,GTPase-activating Rap/Ran-GAP domain-like protein 3
Smp-135500,Smp_135500,7.13E-55,0.803358986,0.874,0.7,7.24E-51,Neuron_14,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
Smp-342090,Smp_342090,1.69E-54,0.90437256,0.921,0.75,1.71E-50,Neuron_14,Neuropilin and tolloid-like protein 1
Smp-158630,Smp_158630,4.61E-54,1.094336846,0.886,0.717,4.68E-50,Neuron_14,Hypothetical protein
Smp-137310,Smp_137310,5.11E-54,0.717579546,0.77,0.456,5.19E-50,Neuron_14,Alpha-2B adrenergic receptor (Fragment)
Smp-050220,Smp_050220,5.85E-54,0.858722773,0.987,0.895,5.94E-50,Neuron_14,Putative complexin-1
Smp-196090,Smp_196090,1.33E-53,0.70927075,0.921,0.803,1.35E-49,Neuron_14,Kinase D-interacting substrate of 220 kDa
Smp-063680,Smp_063680,2.12E-53,0.57568655,0.823,0.6,2.15E-49,Neuron_14,Biotin synthase
Smp-064350,Smp_064350,4.12E-53,0.837863503,0.946,0.787,4.19E-49,Neuron_14,V-type proton ATPase 21 kDa proteolipid subunit
Smp-036990,Smp_036990,4.48E-53,0.675246119,0.978,0.934,4.55E-49,Neuron_14,Endophilin-A3
Smp-130950,Smp_130950,8.66E-53,0.82108435,0.956,0.868,8.80E-49,Neuron_14,Hypothetical protein
Smp-158170,Smp_158170,1.43E-52,0.633882773,0.902,0.668,1.45E-48,Neuron_14,Hypothetical protein
Smp-126990,Smp_126990,3.67E-52,0.670900351,0.95,0.8,3.73E-48,Neuron_14,Synapsin
Smp-181150,Smp_181150,4.20E-52,0.718387491,0.95,0.813,4.26E-48,Neuron_14,ATP-binding cassette sub-family G member 1
Smp-139340,Smp_139340,9.97E-52,0.882191336,0.959,0.797,1.01E-47,Neuron_14,Ras-related protein Rab-27B
Smp-169660,Smp_169660,3.74E-51,0.549498209,0.883,0.798,3.80E-47,Neuron_14,DNA replication complex GINS protein PSF2
Smp-074150,Smp_074150,5.18E-51,0.789685093,0.994,0.877,5.26E-47,Neuron_14,annexin
Smp-214370,Smp_214370,5.65E-51,0.503411106,0.864,0.636,5.74E-47,Neuron_14,alpha(13)fucosyltransferase
Smp-034120,Smp_034120,1.21E-50,0.827855282,0.975,0.828,1.23E-46,Neuron_14,Synaptosomal-associated protein 25
Smp-346660,Smp_346660,4.30E-50,0.717446464,0.931,0.779,4.36E-46,Neuron_14,Protein FAM46C
Smp-159790,Smp_159790,7.77E-50,0.592882564,0.937,0.767,7.89E-46,Neuron_14,Kinesin-like protein KIF1A
Smp-127380,Smp_127380,8.77E-50,0.545421134,0.918,0.867,8.91E-46,Neuron_14,Trafficking kinesin-binding protein 1
Smp-342880,Smp_342880,9.89E-50,0.743242331,0.915,0.806,1.00E-45,Neuron_14,Receptor-type tyrosine-protein phosphatase delta
Smp-074190,Smp_074190,3.13E-49,0.92948573,0.981,0.836,3.18E-45,Neuron_14,Natterin-4
Smp-247620,Smp_247620,5.15E-49,0.826489102,0.868,0.731,5.23E-45,Neuron_14,Nucleolysin TIA-1 isoform p40
Smp-017520,Smp_017520,5.52E-49,0.752994749,0.931,0.788,5.61E-45,Neuron_14,Inositol polyphosphate 1-phosphatase
Smp-161450,Smp_161450,7.82E-49,0.514310393,0.886,0.741,7.94E-45,Neuron_14,Small conductance calcium-activated potassium channel protein 2
Smp-124070,Smp_124070,2.24E-48,0.537591909,0.899,0.775,2.28E-44,Neuron_14,venom allergen (val) protein
Smp-137940,Smp_137940,6.19E-48,0.800214799,0.953,0.746,6.29E-44,Neuron_14,Guanylate kinase
Smp-245660,Smp_245660,1.73E-47,0.826154643,0.877,0.726,1.75E-43,Neuron_14,Potassium channel subfamily K member 18
Smp-150640,Smp_150640,2.63E-47,0.756565283,0.886,0.702,2.67E-43,Neuron_14,Valine--tRNA ligase
Smp-333880,Smp_333880,3.26E-47,0.758548659,0.864,0.653,3.31E-43,Neuron_14,Peptidyl-glycine alpha-amidating monooxygenase A
Smp-139100,Smp_139100,4.15E-47,0.73304779,0.959,0.882,4.22E-43,Neuron_14,Protein F37C4.5
Smp-305490,Smp_305490,2.57E-46,0.765227445,0.927,0.859,2.61E-42,Neuron_14,"dystrophin,s A:C:F:G:H"
Smp-102160,Smp_102160,1.48E-45,0.734397614,0.937,0.836,1.50E-41,Neuron_14,synaptobrevin-like protein
Smp-092020,Smp_092020,1.65E-45,0.920757308,0.953,0.879,1.67E-41,Neuron_14,Hypothetical protein
Smp-307260,Smp_307260,1.92E-45,0.978768976,0.839,0.7,1.95E-41,Neuron_14,cAMP-dependent protein kinase catalytic subunit alpha
